"Player","Pos","School","Ht","Wt","X40yd","Vertical","Bench","Broad.Jump","X3Cone","Shuttle"
"Nick Perry","DE","USC","6-3",271,4.55,38.5,35,124,7.25,4.66
"DeAngelo Peterson","TE","LSU","6-3",243,4.69,36,18,121,7.19,NA
"Bernard Pierce","RB","Temple","6-0",218,4.45,36.5,17,123,7.07,4.28
"Eddie Pleasant","S","Oregon","5-10",211,4.53,33.5,22,116,7.12,4.28
"Dontari Poe","DT","Memphis","6-3",346,4.89,29.5,44,105,7.9,4.56
"Chris Polk","RB","Washington","5-10",215,4.52,31.5,NA,111,7.13,4.21
"Tauren Poole","RB","Tennessee","5-10",205,4.48,34,24,118,7.36,4.19
"DeVier Posey","WR","Ohio State","6-2",211,4.39,36.5,14,123,7.03,4.15
"Nate Potter","OT","Boise State","6-6",303,5.26,28.5,22,100,7.49,4.67
"Tydreke Powell","DT","North Carolina","6-2",311,5.28,28.5,29,99,7.31,4.62
"Chaz Powell","CB","Penn State","6-0",203,4.42,33,17,121,6.84,4.16
"Shawn Powell","P","Florida State","6-4",248,5.06,NA,NA,NA,NA,NA
"Shaun Prater","CB","Iowa","5-10",190,4.5,NA,14,NA,NA,NA
"DeAndre Presley","CB","Appalachian State","5-10",185,4.53,32,8,114,7.19,4.28
"Nick Provo","TE","Syracuse","6-3",237,4.76,NA,NA,NA,NA,NA
"Cyhl Quarles","S","Wake Forest","6-1",213,4.54,32.5,19,119,7.21,4.32
"Brian Quick","WR","Appalachian State","6-3",220,4.5,34,15,119,7.1,4.23
"Chris Rainey","RB","Florida","5-8",180,4.36,36.5,16,120,6.5,3.93
"Kheeston Randall","DT","Texas","6-5",293,5,34,28,111,7.49,4.84
"Rueben Randle","WR","LSU","6-3",210,4.55,31,15,121,6.99,4.36
"Antwuan Reed","CB","Pittsburgh","5-10",188,4.58,36.5,14,124,NA,4.2
"Riley Reiff","OT","Iowa","6-6",313,5.16,26.5,23,98,7.87,4.75
"Beau Reliford","TE","Florida State","6-5",256,4.84,NA,NA,NA,NA,NA
"Kendall Reyes","DT","Connecticut","6-4",299,4.82,34.5,36,113,7.43,4.53
"Matt Reynolds","OT","BYU","6-4",302,5.27,NA,25,NA,NA,NA
"Sean Richardson","S","Vanderbilt","6-2",216,4.43,38.5,22,128,7.01,4.44
"Trent Richardson","RB","Alabama","5-9",228,4.48,NA,NA,NA,NA,NA
"Travian Robertson","DT","South Carolina","6-4",302,5.12,26,30,102,NA,NA
"Gerell Robinson","WR","Arizona State","6-3",227,4.54,35.5,NA,113,NA,4.15
"Trenton Robinson","S","Michigan State","5-10",195,4.46,35,15,125,NA,4.15
"Josh Robinson","CB","Central Florida","5-10",199,4.29,38.5,17,133,6.55,3.97
"Keenan Robinson","ILB","Texas","6-3",242,4.72,35.5,27,120,NA,NA
"James Rodgers","WR","Oregon State","5-7",184,4.61,37,19,115,NA,4.23
"Evan Rodriguez","FB","Temple","6-1",239,4.53,36,18,119,6.94,4.28
"Brett Roy","DT","Nevada","6-3",275,5,30.5,32,108,7.31,4.62
"Zebrie Sanders","OT","Florida State","6-6",320,5.33,27,28,100,8.15,4.99
"Mohamed Sanu","WR","Rutgers","6-1",211,4.62,36,19,126,6.88,4.22
"Quentin Saulsberry","C","Mississippi State","6-2",304,5.28,22,26,90,8.19,4.99
"Mitchell Schwartz","OT","California","6-5",318,5.38,26.5,23,89,7.86,4.87
"Darrell Scott","RB","South Florida","6-0",231,4.68,31.5,NA,NA,NA,NA
"Coty Sensabaugh","CB","Clemson","5-11",189,4.33,37,15,122,6.6,4.06
"Derrick Shelby","DE","Utah","6-3",266,4.87,35.5,26,116,7.09,4.5
"Amini Silatolu","OG","Midwestern State","6-4",311,5.33,31.5,28,107,7.95,4.87
"Harrison Smith","S","Notre Dame","6-2",213,4.54,34,19,122,6.63,4.12
"Jacquies Smith","DE","Missouri","6-3",253,4.75,31.5,21,110,7.25,4.31
"Scott Solomon","DE","Rice","6-3",262,4.88,35,34,124,7.17,4.25
"Sean Spence","OLB","Miami (FL)","5-11",231,4.66,33.5,12,119,7.46,4.28
"Brian Stahovich","P","San Diego State","6-0",211,4.78,NA,NA,NA,NA,NA
"Ryan Steed","CB","Furman","5-10",195,4.64,34,12,121,6.94,4.22
"Donald Stephenson","OT","Oklahoma","6-5",312,4.94,35.5,19,114,7.52,4.78
"Devon Still","DT","Penn State","6-5",303,5.01,29.5,26,NA,NA,NA
"Tommy Streeter","WR","Miami (FL)","6-5",219,4.37,33,17,125,7.08,NA
"Nathan Stupar","OLB","Penn State","6-2",241,4.65,31,21,116,6.84,4.28
"J.R. Sweezy","DT","North Carolina State","6-5",298,4.97,36,21,113,7.4,4.41
"Alameda Ta'amu","DT","Washington","6-2",348,5.3,26,35,103,NA,NA
"Ryan Tannehill","QB","Texas A&M","6-4",221,4.65,NA,NA,NA,NA,NA
"Brandon Taylor","S","LSU","5-11",209,4.52,33.5,NA,118,7.32,4.37
"Dave Teggart","K","Connecticut","6-0",201,5.25,NA,NA,NA,NA,NA
"Darron Thomas","QB","Oregon","6-3",220,4.77,36,14,121,7.17,4.28
"Johnny Thomas","S","Oklahoma State","5-10",206,4.57,35.5,20,123,7.01,4.25
"Phillip Thomas","S","Syracuse","5-11",198,4.68,33,14,122,NA,NA
"Brandon Thompson","DT","Clemson","6-2",314,5.2,31,35,100,7.97,4.71
"Christian Thompson","S","South Carolina State","6-0",211,4.42,31.5,18,122,7.33,4.13
"Andrew Tiller","OG","Syracuse","6-4",324,5.44,23,16,85,7.92,4.8
"Nick Toon","WR","Wisconsin","6-2",215,4.49,37.5,18,NA,NA,NA
"Danny Trevathan","OLB","Kentucky","6-0",237,4.84,31.5,18,111,NA,NA
"Johnnie Troutman","OG","Penn State","6-4",325,5.52,27.5,31,NA,7.96,5
"Christian Tupou","DT","USC","6-2",289,5.38,24,30,92,8.07,4.87
"Robert Turbin","RB","Utah State","5-10",222,4.42,36,28,122,7.16,4.31
"Marc Tyler","RB","USC","5-11",219,4.7,30.5,19,110,NA,NA
"DeAngelo Tyson","DT","Georgia","6-2",315,5,NA,NA,NA,NA,NA
"Courtney Upshaw","DE","Alabama","6-2",272,4.74,NA,22,NA,NA,NA
"Olivier Vernon","DE","Miami (FL)","6-2",261,4.73,34.5,31,122,7.39,4.5
"Trevin Wade","CB","Arizona","5-10",192,4.52,34.5,18,116,6.87,4
"Dustin Waldron","OT","Portland State","6-5",305,5.23,26,29,103,7.93,4.75
"Blair Walsh","K","Georgia","5-9",187,4.96,NA,NA,NA,NA,NA
"Brandon Washington","OG","Miami (FL)","6-3",320,5.14,25,28,101,8.22,4.87
"Rokevious Watkins","OG","South Carolina","6-4",338,5.29,27,NA,102,7.87,4.9
"Brandon Weeden","QB","Oklahoma State","6-3",221,4.89,NA,NA,NA,NA,NA
"Corey White","S","Samford","5-11",206,4.53,37.5,15,126,6.72,4.22
"Jordan White","WR","West. Michigan","6-0",208,4.63,35,14,119,6.84,4.13
"Tahir Whitehead","OLB","Temple","6-1",233,4.62,37,21,124,7.14,4.37
"Fozzy Whittaker","RB","Texas","5-9",193,4.49,NA,20,NA,NA,NA
"Carson Wiggs","K","Purdue","6-1",221,4.91,NA,NA,NA,NA,NA
"Kyle Wilber","OLB","Wake Forest","6-4",249,4.73,33.5,25,117,7.11,4.31
"David Wilson","RB","Virginia Tech","5-10",206,4.38,41,NA,132,7.09,4.12
"Russell Wilson","QB","Wisconsin","5-11",204,4.53,34,NA,118,6.97,4.09
"Billy Winn","DE","Boise State","6-4",294,4.86,27,24,107,7.37,4.44
"Patrick Witt","QB","Yale","6-3",225,5.06,31.5,NA,101,7.14,4.37
"Derek Wolfe","DT","Cincinnati","6-5",295,4.93,33.5,33,108,7.26,4.44
"Jerel Worthy","DT","Michigan State","6-2",308,5,28.5,NA,107,7.6,4.56
"Jarius Wright","WR","Arkansas","5-10",182,4.39,38,11,120,6.93,4.03
"Kendall Wright","WR","Baylor","5-10",196,4.49,38.5,NA,121,6.93,4.18
"Devon Wylie","WR","Fresno State","5-9",187,4.36,39,17,123,NA,NA
"Desmond Wynn","OG","Rutgers","6-5",303,4.98,32.5,28,NA,NA,NA
"Kevin Zeitler","OG","Wisconsin","6-4",314,5.32,29,32,101,7.77,4.61
"Markus Zusevics","OT","Iowa","6-5",303,5.08,NA,NA,NA,NA,NA
"Oday Aboushi","OT","Virginia","6-5",308,5.41,23.5,17,100,7.92,4.84
"Johnny Adams","CB","Michigan State","5-10",185,4.48,NA,16,NA,NA,NA
"Robert Alford","CB","SE Louisiana","5-10",188,4.39,40,17,132,6.89,4.23
"Keenan Allen","WR","California","6-2",206,4.58,NA,NA,NA,NA,NA
"Ryan Allen","P","Louisiana Tech","6-1",229,4.98,NA,NA,NA,NA,NA
"Zach Allen","OG","North Carolina State","6-2",332,5.43,NA,32,NA,NA,NA
"Kiko Alonso","ILB","Oregon","6-3",238,4.74,NA,NA,NA,NA,NA
"David Amerson","CB","North Carolina State","6-1",205,4.44,35.5,15,127,NA,NA
"C.J. Anderson","RB","California","5-8",224,4.6,32,17,119,7.15,4.12
"Ziggy Ansah","DE","BYU","6-5",271,4.56,34.5,21,118,7.11,4.26
"Marc Anthony","CB","California","5-11",196,4.63,35,12,118,6.74,4.07
"Terron Armstead","OT","Ark-Pine Bluff","6-5",306,4.71,34.5,31,112,7.62,4.72
"Tavon Austin","WR","West Virginia","5-8",174,4.34,32,14,120,NA,4.01
"Jeff Baca","OG","UCLA","6-3",302,5.03,26.5,NA,100,7.26,4.44
"Alvin Bailey","OG","Arkansas","6-3",312,4.95,NA,27,NA,NA,NA
"Stedman Bailey","WR","West Virginia","5-10",193,4.52,34.5,11,117,6.81,4.09
"David Bakhtiari","OT","Colorado","6-4",299,5.18,25.5,28,101,7.7,4.74
"Montee Ball","RB","Wisconsin","5-10",214,4.66,32,15,118,6.88,4.4
"Johnthan Banks","CB","Mississippi State","6-2",185,4.61,34,10,125,6.97,4.27
"Chris Barker","OG","Nevada","6-3",305,5.25,27.5,29,99,8.09,4.77
"Matt Barkley","QB","USC","6-2",227,4.91,NA,NA,NA,NA,NA
"Kenjon Barner","RB","Oregon","5-9",196,4.52,35.5,20,122,6.87,4.2
"T.J. Barnes","DT","Georgia Tech","6-6",369,5.3,22,25,97,8.26,4.96
"Sam Barrington","ILB","South Florida","6-1",246,4.91,32.5,22,117,NA,NA
"David Bass","DE","Missouri Western State","6-4",262,4.84,30.5,20,111,7.07,4.33
"Steve Beauharnais","ILB","Rutgers","6-1",240,4.84,33,19,118,6.99,4.2
"Nick Becton","OT","Virginia Tech","6-5",323,5.2,29.5,19,109,7.77,4.57
"Le'Veon Bell","RB","Michigan State","6-1",230,4.6,31.5,24,118,6.75,4.24
"Giovani Bernard","RB","North Carolina","5-8",202,4.53,33.5,19,122,6.91,4.12
"Tommy Bohanon","FB","Wake Forest","6-1",246,4.88,35,36,119,7.27,4.42
"Travis Bond","OG","North Carolina","6-6",329,5.27,22.5,22,98,7.85,4.96
"Alan Bonner","WR","Jacksonville State","5-10",193,4.59,33,14,117,NA,4.15
"Zach Boren","FB","Ohio State","5-11",238,5,32,25,109,7.28,4.44
"Jon Bostic","OLB","Florida","6-1",245,4.59,32.5,22,118,6.99,4.24
"Josh Boyce","WR","TCU","5-11",206,4.38,34,22,131,6.68,4.1
"Josh Boyd","DT","Mississippi State","6-3",310,5.14,26.5,32,104,7.16,4.64
"John Boyett","S","Oregon","5-10",204,4.64,NA,27,NA,NA,NA
"Tyler Bray","QB","Tennessee","6-6",232,5.05,NA,NA,100,7.2,4.51
"Dylan Breeding","P","Arkansas","6-1",213,4.74,29,11,110,NA,NA
"Arthur Brown","OLB","Kansas State","6-0",241,4.62,NA,NA,116,NA,NA
"Braden Brown","OT","BYU","6-5",310,5.2,28,26,100,7.43,4.7
"Marlon Brown","WR","Georgia","6-4",213,4.63,NA,NA,NA,NA,NA
"Armonty Bryant","DE","East Central (OK)","6-4",263,4.86,31.5,NA,118,7.32,5
"Michael Buchanan","DE","Illinois","6-5",255,4.78,33,22,113,6.91,4.44
"Rex Burkhead","RB","Nebraska","5-10",214,4.73,39,21,125,6.85,4.09
"Adrian Bushell","CB","Louisville","5-9",186,4.58,33,17,116,6.92,4.25
"Colby Cameron","QB","Louisiana Tech","6-2",212,4.78,30.5,NA,112,6.98,4.28
"Anthony Cantele","K","Kansas State","5-10",180,4.76,NA,NA,NA,NA,NA
"Tank Carradine","DE","Florida State","6-4",276,4.9,NA,28,NA,NA,NA
"Braxston Cave","C","Notre Dame","6-3",303,5.33,25.5,NA,98,7.81,4.71
"Emmett Cleary","OT","Boston Col.","6-7",316,5.21,28.5,24,108,7.81,4.7
"Jamie Collins","OLB","Southern Miss","6-3",250,4.64,41.5,19,139,7.1,4.32
"Sanders Commings","CB","Georgia","6-0",216,4.41,34.5,NA,117,7.1,4.3
"Jonathan Cooper","OG","North Carolina","6-2",311,5.07,27,35,108,7.78,4.84
"Bobby Cowan","P","Idaho","6-4",219,5.13,NA,NA,NA,NA,NA
"Justice Cunningham","TE","South Carolina","6-3",258,4.94,31.5,NA,116,7.12,4.45
"Jonathan Cyprien","S","Florida International","6-0",217,4.64,38.5,NA,NA,NA,NA
"Knile Davis","RB","Arkansas","5-11",227,4.37,33.5,31,121,6.96,4.38
"Marcus Davis","WR","Virginia Tech","6-3",233,4.56,39.5,19,120,7.15,NA
"Will Davis","CB","Utah State","5-11",186,4.51,35.5,16,127,6.52,4.02
"Everett Dawkins","DT","Florida State","6-2",292,5.06,30,23,103,7.61,4.88
"Jordan Devey","OT","Memphis","6-7",317,5.25,24,21,98,7.91,4.77
"Quinton Dial","DT","Alabama","6-5",318,5.29,NA,NA,NA,NA,NA
"Aaron Dobson","WR","Marshall","6-3",210,4.37,NA,NA,NA,NA,NA
"Alex Dunnachie","P","Hawaii","6-3",217,4.97,NA,NA,NA,NA,NA
"Zac Dysert","QB","Miami (OH)","6-3",231,4.81,NA,NA,NA,NA,NA
"Lavar Edwards","DE","LSU","6-4",277,4.8,33,NA,119,7.03,4.51
"Mike Edwards","CB","Hawaii","5-9",189,4.56,36,14,124,6.94,4.18
"Tyler Eifert","TE","Notre Dame","6-5",250,4.68,35.5,22,119,6.92,4.32
"Matt Elam","S","Florida","5-10",208,4.43,35.5,17,118,NA,NA
"Andre Ellington","RB","Clemson","5-9",199,4.61,34,NA,122,NA,NA
"Zach Ertz","TE","Stanford","6-5",249,4.76,30.5,24,111,7.08,4.47
"Gavin Escobar","TE","San Diego State","6-6",254,4.84,32,NA,114,7.07,4.31
"Josh Evans","S","Florida","6-1",207,4.58,34.5,NA,123,6.64,4.1
"Chris Faulk","OT","LSU","6-5",331,5.08,NA,25,NA,NA,NA
"Joseph Fauria","TE","UCLA","6-7",259,4.82,NA,17,NA,NA,NA
"Eric Fisher","OT","Central Michigan","6-7",306,5.05,28.5,27,116,7.59,4.44
"Sharrif Floyd","DT","Florida","6-3",297,4.92,30,NA,106,7.4,4.75
"D.J. Fluker","OT","Alabama","6-5",339,5.31,NA,21,NA,NA,NA
"Manese Foketi","OG","Texas A&M","6-5",318,5.54,23.5,25,102,8.11,5.06
"Michael Ford","RB","LSU","5-9",210,4.5,38.5,25,130,6.87,4.25
"Reid Fragel","OT","Ohio State","6-8",308,5.14,30,33,113,7.62,4.68
"Johnathan Franklin","RB","UCLA","5-10",205,4.49,31.5,18,115,6.89,4.31
"Travis Frederick","C","Wisconsin","6-4",312,5.58,28.5,21,97,7.81,4.76
"Corey Fuller","WR","Virginia Tech","6-2",204,4.43,31.5,12,120,NA,NA
"Matt Furstenburg","TE","Maryland","6-4",242,4.62,35.5,18,115,7.09,4.35
"Rogers Gaines","OT","Tennessee State","6-6",334,5.24,23,28,NA,NA,5.24
"Kwame Geathers","DT","Georgia","6-5",342,5.44,26.5,NA,96,8.11,5.27
"William Gholston","DE","Michigan State","6-6",281,4.96,28.5,23,110,7.2,4.59
"Garrett Gilkey","OT","Chadron State","6-6",318,5.29,30,28,108,7.65,4.75
"Mike Gillislee","RB","Florida","5-11",208,4.55,30.5,15,119,7.12,4.4
"Mike Glennon","QB","North Carolina State","6-7",225,4.94,26.5,NA,102,7.49,4.52
"Tyrone Goard","WR","East. Kentucky","6-4",205,4.5,36,10,123,6.9,4.39
"Zaviar Gooden","OLB","Missouri","6-1",234,4.47,34,27,131,6.71,4.18
"Malliciah Goodman","DE","Clemson","6-4",276,4.87,31.5,26,114,NA,NA
"Marquise Goodwin","WR","Texas","5-9",183,4.27,NA,13,132,NA,NA
"Chris Gragg","TE","Arkansas","6-3",244,4.5,37.5,18,125,7.08,4.51
"Ray Graham","RB","Pittsburgh","5-9",199,4.8,32.5,18,112,7.17,4.21
"Dwayne Gratz","CB","Connecticut","5-11",201,4.47,38,22,125,6.7,4.15
"MarQueis Gray","QB","Minnesota","6-3",240,4.65,30,15,111,7.25,4.3
"Khaseem Greene","OLB","Rutgers","6-1",241,4.71,30,17,116,7.58,4.2
"Cory Grissom","DT","South Florida","6-1",306,5.31,27.5,22,97,7.79,4.81
"Cobi Hamilton","WR","Arkansas","6-2",212,4.56,29.5,11,107,NA,4.31
"Johnathan Hankins","DT","Ohio State","6-3",320,5.31,26,NA,104,7.59,4.61
"D.J. Harper","RB","Boise State","5-9",211,4.52,33.5,23,120,7.07,4.35
"Chris Harper","WR","Kansas State","6-1",229,4.55,35.5,20,116,6.89,4.39
"Montel Harris","RB","Temple","5-8",208,4.68,32.5,19,113,6.95,4.18
"Mark Harrison","WR","Rutgers","6-3",231,4.46,38.5,17,129,6.99,4.33
"Tanner Hawkinson","OT","Kansas","6-5",298,5.07,28.5,NA,112,7.52,4.51
"Terry Hawthorne","CB","Illinois","6-0",195,4.44,35.5,13,116,NA,NA
"D.J. Hayden","CB","Houston","5-11",191,4.4,NA,NA,NA,NA,NA
"Brandon Hepburn","ILB","Florida A&M","6-2",240,4.68,32,21,124,7.4,4.55
"Eric Herman","OG","Ohio","6-4",320,5.25,28,36,95,7.99,5.09
"Aaron Hester","CB","UCLA","6-2",198,4.62,29,NA,112,7.26,4.33
"Jordan Hill","DT","Penn State","6-1",303,5.23,22.5,28,103,7.49,4.51
"Gerald Hodges","OLB","Penn State","6-1",243,4.78,NA,22,119,NA,NA
"DeVonte Holloman","OLB","South Carolina","6-1",243,4.76,33,15,113,7.3,4.26
"Khaled Holmes","C","USC","6-3",302,5.29,NA,13,NA,NA,NA
"DeAndre Hopkins","WR","Clemson","6-1",214,4.57,36,15,115,NA,4.5
"Dustin Hopkins","K","Florida State","6-2",193,4.74,33.5,NA,116,NA,NA
"Josh Hubner","P","Arizona State","6-4",232,5.06,NA,13,NA,NA,NA
"Montori Hughes","DT","Tennessee-Martin","6-4",329,5.23,26.5,22,104,7.85,4.7
"Margus Hunt","DE","SMU","6-8",277,4.62,34.5,38,121,7.07,4.51
"Justin Hunter","WR","Tennessee","6-4",196,4.44,39.5,NA,136,NA,4.33
"Micah Hyde","CB","Iowa","6-0",197,4.56,33,12,121,6.78,4.2
"Luke Ingram","LS","Hawaii","6-5",258,5.05,NA,24,106,NA,NA
"Mark Jackson","OG","Glenville State","6-5",328,5.65,20.5,20,91,8.07,5.03
"Mike James","RB","Miami (FL)","5-10",223,4.53,35,28,115,NA,4.62
"Jawan Jamison","RB","Rutgers","5-7",203,4.68,29,20,110,NA,NA
"Stefphon Jefferson","RB","Nevada","5-10",213,4.68,31,15,117,6.97,4.44
"D.C. Jefferson","TE","Rutgers","6-6",255,4.97,NA,3,NA,NA,NA
"Tony Jefferson","S","Oklahoma","5-11",213,4.75,NA,16,NA,NA,NA
"Brandon Jenkins","DE","Florida State","6-2",251,5.07,NA,18,NA,NA,NA
"Jelani Jenkins","ILB","Florida","6-0",243,4.65,NA,27,NA,NA,NA
"John Jenkins","DT","Georgia","6-4",346,5.21,NA,30,NA,NA,NA
"Luke Joeckel","OT","Texas A&M","6-6",306,5.3,28.5,27,106,7.4,4.68
"Darius Johnson","WR","SMU","5-9",179,4.6,32,6,109,NA,4.53
"Josh Johnson","CB","Purdue","5-9",199,4.65,35,16,114,6.99,4.25
"Keelan Johnson","S","Arizona State","6-0",209,4.54,36.5,12,125,6.77,4.07
"Lane Johnson","OT","Oklahoma","6-6",303,4.72,34,28,118,7.31,4.52
"Nico Johnson","ILB","Alabama","6-2",248,4.73,NA,NA,NA,NA,NA
"Oscar Johnson","OT","Louisiana Tech","6-5",331,5.49,22,NA,88,8.06,5.06
"T.J. Johnson","C","South Carolina","6-4",310,5.33,25.5,32,96,7.83,4.74
"Jamaal Johnson-Webb","OG","Alabama A&M","6-5",313,5.37,23,17,92,8.12,4.74
"Abry Jones","DT","Georgia","6-3",313,5.06,26.5,30,101,NA,NA
"Barrett Jones","C","Alabama","6-4",306,5.43,NA,NA,NA,NA,NA
"Chris Jones","DT","Bowling Green","6-2",302,5.33,NA,30,NA,7.34,4.44
"Datone Jones","DE","UCLA","6-4",283,4.8,31.5,29,112,7.32,4.32
"Jarvis Jones","OLB","Georgia","6-2",245,4.74,NA,NA,NA,NA,NA
"Landry Jones","QB","Oklahoma","6-4",225,5.11,31,NA,115,7.12,4.3
"Dion Jordan","OLB","Oregon","6-6",248,4.54,32.5,NA,122,7.02,4.35
"Nick Kasa","TE","Colorado","6-6",269,4.71,31.5,22,113,NA,NA
"Brandon Kaufman","WR","East. Washington","6-5",216,4.67,33.5,9,115,7.11,4.44
"Travis Kelce","TE","Cincinnati","6-5",255,4.63,NA,NA,NA,NA,NA
"Tavarres King","WR","Georgia","6-0",189,4.47,36.5,11,123,6.91,4.33
"A.J. Klein","ILB","Iowa State","6-1",250,4.66,NA,20,113,NA,NA
"Collin Klein","QB","Kansas State","6-5",226,4.78,29,NA,111,7.17,4.4
"Jake Knott","OLB","Iowa State","6-2",243,4.84,NA,NA,NA,NA,NA
"Scott Kovanda","P","Ball State","6-2",207,4.84,NA,NA,NA,NA,NA
"Joe Kruger","DE","Utah","6-6",269,4.83,34,24,117,7.17,4.46
"Edmund Kugbila","OG","Valdosta State","6-4",317,5.13,22.5,23,105,7.72,4.65
"Eddie Lacy","RB","Alabama","5-11",231,4.55,NA,NA,NA,NA,NA
"Marcus Lattimore","RB","South Carolina","5-11",221,4.65,NA,NA,NA,NA,NA
"Alec Lemon","WR","Syracuse","6-1",202,4.59,32,7,112,7.04,4.29
"Corey Lemonier","DE","Auburn","6-3",255,4.6,33,27,119,7.14,4.4
"Robert Lester","S","Alabama","6-1",220,4.66,33.5,NA,117,NA,NA
"Kapron Lewis-Moore","DT","Notre Dame","6-4",298,4.95,NA,NA,NA,NA,NA
"Zach Line","FB","SMU","6-0",232,4.77,30.5,26,111,NA,NA
"Jeff Locke","P","UCLA","6-1",209,4.82,NA,NA,NA,NA,NA
"Bennie Logan","DT","LSU","6-2",309,5.08,25,30,104,7.53,4.67
"P.J. Lonergan","C","LSU","6-3",304,5.38,NA,25,NA,NA,NA
"Kyle Long","OG","Oregon","6-6",313,4.91,28,NA,107,7.83,4.63
"John Lotulelei","OLB","UNLV","5-11",233,4.84,35.5,25,117,6.91,4.3
"Star Lotulelei","DT","Utah","6-2",311,5.14,NA,NA,NA,NA,NA
"Philip Lutzenkirchen","TE","Auburn","6-3",258,4.94,30.5,21,112,7.15,4.35
"Joe Madsen","C","West Virginia","6-3",310,5.2,25,25,98,7.6,4.83
"Lamar Mady","OG","Youngstown State","6-2",317,5.48,23,35,95,8.07,4.82
"Brandon Magee","OLB","Arizona State","5-11",223,4.74,NA,NA,114,NA,NA
"Brett Maher","K","Nebraska","6-0",186,4.89,NA,NA,NA,NA,NA
"E.J. Manuel","QB","Florida State","6-5",237,4.65,34,NA,118,7.08,4.21
"Stansly Maponga","DE","TCU","6-2",256,4.78,NA,30,NA,NA,NA
"Luke Marquardt","OT","Azusa Pacific","6-8",315,5.34,NA,31,NA,NA,NA
"Tyrann Mathieu","CB","LSU","5-9",186,4.5,34,4,117,6.87,4.14
"Michael Mauti","OLB","Penn State","6-2",243,4.83,NA,28,NA,NA,NA
"Miguel Maysonet","RB","Stony Brook","5-9",209,4.54,NA,20,NA,7.21,4.43
"Onterio McCalebb","RB","Auburn","5-10",168,4.34,34,NA,121,NA,NA
"Demetrius McCray","CB","Appalachian State","6-1",187,4.54,36,4,126,7.17,4.32
"Lerentee McCray","OLB","Florida","6-2",250,4.74,NA,NA,NA,NA,NA
"T.J. McDonald","S","USC","6-2",219,4.59,40,19,131,6.89,4.2
"Vance McDonald","TE","Rice","6-4",267,4.69,33.5,31,119,7.08,4.53
"Brad McDougald","S","Illinois","6-0",215,4.51,34.5,19,122,7.07,4.44
"Leon McFadden","CB","San Diego State","5-10",193,4.54,34.5,10,119,6.81,4.27
"Brandon McGee","CB","Miami (FL)","5-11",193,4.4,33.5,14,119,6.71,4.18
"Stacy McGee","DT","Oklahoma","6-3",308,4.98,NA,NA,NA,NA,NA
"Aaron Mellette","WR","Elon","6-2",217,4.54,33.5,9,123,7.11,4.41
"Christine Michael","RB","Texas A&M","5-10",220,4.54,43,27,125,6.69,4.02
"Rontez Miles","S","California (PA)","6-0",203,4.62,36.5,NA,123,6.97,4.27
"Stephane Milhim","OG","Massachusetts","6-4",314,5.14,28.5,NA,104,NA,4.87
"Dee Milliner","CB","Alabama","6-0",201,4.37,36,NA,122,6.95,4.32
"Jordan Mills","OT","Louisiana Tech","6-5",316,5.37,28.5,20,101,8.1,4.88
"Barkevious Mingo","OLB","LSU","6-4",241,4.58,37,NA,128,6.84,4.39
"Kevin Minter","ILB","LSU","6-0",246,4.81,33,25,119,NA,NA
"T.J. Moe","WR","Missouri","5-11",204,4.74,36,26,120,6.53,3.96
"Sam Montgomery","DE","LSU","6-3",262,4.81,34.5,NA,114,7.18,4.51
"Nick Moody","OLB","Florida State","6-1",236,4.71,NA,17,118,NA,NA
"Damontre Moore","DE","Texas A&M","6-4",250,4.95,35.5,12,122,NA,NA
"Sio Moore","OLB","Connecticut","6-1",245,4.65,38,29,127,7.49,4.31
"Zeke Motta","S","Notre Dame","6-2",213,4.75,35.5,11,126,6.75,4.16
"Ryan Nassib","QB","Syracuse","6-2",227,5.06,28.5,NA,105,7.34,4.53
"Xavier Nixon","OT","Florida","6-6",321,5.23,NA,NA,NA,NA,NA
"Alec Ogletree","OLB","Georgia","6-2",242,4.7,33.5,20,122,7.16,4.39
"Alex Okafor","DE","Texas","6-4",264,4.78,NA,21,NA,NA,NA
"Ryan Otten","TE","San Jose State","6-5",230,4.69,NA,NA,NA,NA,NA
"Vinston Painter","OT","Virginia Tech","6-4",306,4.95,30.5,32,97,7.71,4.56
"Chris Pantale","TE","Boston Col.","6-5",254,4.99,33.5,17,110,7.48,4.5
"Cordarrelle Patterson","WR","Tennessee","6-2",216,4.42,37,NA,128,NA,NA
"Quinton Patton","WR","Louisiana Tech","6-0",204,4.53,33,8,118,6.91,4.01
"Sean Porter","OLB","Texas A&M","6-1",229,4.75,35,22,119,NA,NA
"Keith Pough","ILB","Howard","6-2",239,4.87,33,17,118,7.28,4.47
"Ty Powell","OLB","Harding","6-2",249,4.64,37,28,122,6.98,4.4
"Jordan Poyer","CB","Oregon State","6-0",191,4.54,30.5,8,118,6.87,4.18
"Lonnie Pryor","FB","Florida State","5-11",227,4.7,30,17,114,7.28,4.55
"Justin Pugh","OT","Syracuse","6-4",307,5.12,28.5,NA,103,7.45,4.63
"David Quessenberry","OT","San Jose State","6-5",302,5.08,29.5,25,112,7.49,4.45
"Bacarri Rambo","S","Georgia","6-0",211,4.56,NA,17,NA,NA,NA
"Joseph Randle","RB","Oklahoma State","6-0",204,4.63,35,NA,123,NA,NA
"Kevin Reddick","ILB","North Carolina","6-1",243,4.72,NA,23,113,NA,NA
